x,y,z
14.350000064,-15.643666585,0.758666654
6.500042550,-3.921829807,-1.690063834
14.164499760,15.184499741,-0.085500002
28.120500565,17.080500603,0.232500002
10.460062563,2.600999996,-1.586562507
9.087749958,-15.774000168,0.547125004
24.004400253,-16.541199875,0.179200000
3.989593785,4.583937488,-1.674984369
26.114400101,13.658399963,-0.401799998
7.455999851,-2.651999950,-1.500000000
10.505999565,-15.607000351,0.726000011
16.443200111,2.598399997,-1.537299979
15.053099918,-8.957499981,-1.315200007
11.921818170,8.560636434,-0.289499998
10.213500023,-9.846499920,0.423500001
58.459750175,14.082750082,0.254499998
0.115272727,8.638636416,-1.884454521
47.543998718,2.985999982,-1.320333362
42.060000102,-17.824000041,0.279000004
25.479600143,-10.301799965,-1.176399994
59.240001678,-19.190000534,1.919999957
44.871000290,-4.612999916,-1.239500046
15.513874948,-15.849625051,0.626875004
16.987611029,-15.947000027,0.609277780
27.989000003,17.089166641,0.622499992
4.453217403,14.487130414,-0.837456527
21.236499786,-1.601999998,-1.507499993
32.338998795,-4.945500135,-1.439000010
38.311000824,13.107999802,1.131000042
50.007334391,5.063666662,-1.404666662
17.479277823,-15.955333445,0.681611106
54.003499985,12.680999756,0.768000007
13.479636279,-9.358999946,-1.307454554
18.029666795,-16.025166617,0.630222220
60.631999969,-18.547000885,1.651999950
19.833999872,-16.035000205,0.689875007
32.295999908,-1.457799983,-1.419800043
19.453571320,-8.338571276,-1.417571442
32.687999725,-11.289750099,1.077250004
9.505142784,16.443714305,-0.358485715
20.673500061,-16.125000000,0.866999984
35.073999786,2.572799969,-1.360600019
9.460882299,-8.866176437,-1.404294126
7.259999990,4.422249913,-1.621000022
23.463749886,13.581000090,-1.341000006
7.612999996,16.282000224,-1.793666681
1.958250016,-13.420249939,-1.304749995
34.496000290,7.903499842,-0.928499997
35.846500397,-17.089499474,1.206499994
2.000000000,13.463500102,-1.887833347
26.477000237,-16.579500198,1.067000031
27.468333244,-16.578500112,1.014666686
3.806599998,8.882600021,-1.859800005
11.495625079,-9.351374984,-1.192374997
60.088001251,11.597000122,0.400000006
28.012666702,-16.558999697,1.026166668
11.575714248,-15.898428599,0.209952378
35.471199799,16.979399872,0.725199997
0.385000005,20.610999107,-0.206499998
28.488800049,-16.559400177,1.051999986
12.877833207,-10.800666650,-1.243833343
32.556249619,-17.022500038,1.131500006
33.458250046,-16.978500366,1.151250005
19.528999329,-13.968999863,-1.001999974
34.437000275,-17.052499771,1.174000025
24.018833478,-2.919333339,-1.462666690
35.618999481,-17.122999191,1.294999957
36.472000122,-17.111999512,1.315999985
14.511666457,-4.825333277,-1.590500017
36.892428807,-11.925856999,-0.721428565
23.020571300,-1.929999982,-1.501000013
19.777000427,9.600999832,-1.820000052
38.002666473,-17.343666712,1.290999969
24.992333518,-16.774111430,-0.765333321
39.420749664,-17.405999660,1.291249990
9.490250111,-2.713000059,-1.514499992
38.441500664,14.095499754,0.239500001
19.024000168,9.147000313,-0.735000014
72.354999542,-12.975999832,2.228500009
40.863998413,-17.631999969,1.432000041
27.311000061,9.534399986,-1.586600018
44.087501526,-18.452000618,1.522000015
58.524499893,-18.383000374,0.255500004
5.498370383,6.605185208,-1.759814819
3.061000109,17.575000763,-1.230000019
54.494998932,-20.926000595,1.812999964
31.819499969,-11.552000046,1.059000015
27.665333430,7.700333277,-1.573666652
36.347000122,-2.918500066,-1.417999983
47.189666748,14.095999718,0.704666654
41.123001099,-15.133999825,-0.938000023
11.599545479,7.091090896,-1.726454540
51.902999878,-18.170999527,1.720000029
58.097000122,-18.524999619,0.255499996
36.382399750,-11.947400093,1.152399993
58.567000071,-18.281333288,1.798333327
25.048200035,-16.506399918,0.670699990
3.473645851,-6.930145860,-1.686166671
13.068499804,19.092750072,-0.198750004
11.482529528,-4.829647092,-1.597882355
60.977001190,-18.804000854,1.962000012
69.917999268,-20.249000549,2.209000111
5.436000022,19.743954398,-0.276681817
14.024999891,-5.875428608,-1.443857142
47.092998505,13.298000336,-0.180000007
18.760000229,16.259000778,0.773999989
68.975997925,-20.093999863,2.183000088
1.970941130,16.153764837,0.071529411
8.953307775,1.627269231,-1.618423068
39.609500885,-11.184999943,1.242500007
39.846799469,-10.913200188,1.227000022
16.368714469,4.672999995,-1.576571430
24.991000366,-16.755800247,-0.300000000
72.227497101,-12.309999943,2.221999884
30.017249584,-16.802250385,0.686999992
19.686666489,10.753666560,-1.727666696
1.342000008,17.034000397,-0.034000002
72.393501282,-11.461999893,2.222499967
75.316001892,12.986000061,1.370000005
2.999064530,19.990677372,0.247580648
1.996018509,-15.375851772,-0.845648149
9.938260825,16.299956529,-0.365000000
75.552001953,11.487999916,1.949000001
65.040000916,10.934000015,1.710000038
13.012714250,-13.925857135,-1.189714278
74.966499329,13.091000080,1.941500008
4.477549982,19.796649837,0.293999995
40.276000977,-17.694000244,0.344999999
58.255001068,12.255000114,1.564000010
49.387001038,12.876999855,1.177000016
14.262000084,15.239999771,0.173999995
18.895466741,17.096333440,0.145133332
13.441857202,-7.257142884,-1.588428565
2.559000000,7.733437449,-1.835999988
48.533750534,12.940250158,1.162249997
47.327499390,5.998500109,-1.322499990
66.597000122,-13.173000336,-0.745999992
47.186856406,14.057000160,1.169857127
10.780750036,-6.767875016,-1.603750005
47.195499420,14.550000191,1.146499991
42.859500885,13.621999741,1.232500017
47.319999695,15.282999992,1.152999997
16.986749887,-8.234500051,-1.477874994
46.524999619,15.756000042,1.140999973
29.052000046,-16.713999748,0.546000004
45.011000315,15.928000132,1.054666658
3.475489584,4.061072923,-1.667677076
34.182998657,17.049999237,0.326999992
49.526500702,-15.476500034,-0.882999986
16.042750120,-15.969500065,0.157250004
7.885066700,-6.851066653,-1.629333337
44.485498428,16.009500504,1.284999967
25.407833735,14.754833380,0.678833326
8.633500099,-10.489500046,-1.306750029
30.037000656,16.663000107,-0.275999993
26.507600021,17.273400116,0.687800002
26.450000763,17.479000092,0.930000007
26.962000529,-16.631333669,0.139999999
20.973875046,14.996374965,0.541375000
58.197500229,12.184000015,0.393999994
18.217000008,9.409000397,-1.309500039
20.529857363,15.110714367,0.557571432
36.175874710,16.577999592,0.711125001
19.504857200,15.203285626,0.546714289
21.762499809,19.239500046,0.759999990
5.925100040,19.819900131,-0.285499997
17.369500160,18.358500481,0.783499986
18.530562520,-16.304562569,-0.290562499
12.052999973,-4.274500012,-1.502999991
26.583499908,-16.813499769,0.107166665
7.253499985,17.272000313,0.563999996
15.591399765,6.575799894,-1.677000010
7.489400005,-15.688533274,0.525000000
6.553000053,-15.666499933,0.530333330
6.970666620,-15.670555539,0.483000000
23.516916434,13.570250034,-0.319916669
11.476176486,14.061647079,-1.654941166
8.456799984,13.979599953,-1.806600010
8.282499790,-15.709499836,0.544999987
28.478500366,-16.683500290,0.541000009
9.328250170,-15.780249834,0.556000002
8.996976149,16.477857045,-1.300309519
54.001998901,12.675999641,1.052000046
16.637499809,7.077374935,-1.686875001
27.563636260,8.617454442,-1.156272715
25.995000839,13.845000267,-0.930999994
11.087249994,-15.700250149,0.646000013
26.463199997,13.530399895,-1.222400010
15.886727333,-15.855999860,0.538272719
49.034000397,4.265999794,-1.371000051
11.031933308,14.614433384,-1.339599987
69.697998047,-13.331000328,-0.788999975
21.974110921,-16.379666434,0.647333324
14.015900135,-1.937299979,-1.538000000
0.537029411,7.587058811,-1.833323531
22.535272772,-16.463999835,0.637818182
32.127800751,0.054200000,-1.409599996
14.697999954,-2.306500018,-1.541749984
23.477666855,-16.453833421,0.637000002
28.306999207,8.857000351,-1.473999977
70.130996704,-19.264999390,0.435999990
23.987375259,-16.454250097,0.677000001
23.006600189,-16.673399734,-0.477999991
36.062999725,15.598999977,-0.224666663
0.992685186,14.578296308,-0.804500005
16.801000595,14.446999550,0.172000006
24.978571211,-16.539571490,0.240571426
24.518099976,-16.493900108,0.678799999
25.990285328,-16.463428770,0.697285712
15.380999565,4.289000034,-1.570999980
26.958000183,-16.591714314,0.688000006
15.498526272,-16.189631613,-0.841421052
22.389999390,-4.614999771,-1.483000040
0.116333331,-13.980000019,-1.350833337
47.298500061,15.024000168,0.708499998
41.002998352,-17.445999146,1.223000050
41.888999939,-17.666999817,1.243999958
11.584999800,-10.431499958,-1.256249994
16.630999565,-16.196999550,0.441500008
36.402000427,-11.863333384,0.659666657
21.797499657,-9.202000141,-1.260499954
6.519042563,3.618468066,-1.639170210
39.664999008,8.243500233,-1.597999990
42.297000885,-17.681999207,1.251999974
23.834999084,14.071999550,-0.862999976
44.296001434,-18.190000534,1.299000025
31.883499622,-11.763749838,0.179750001
44.534000397,-17.938000361,1.180999994
2.999184201,-7.020078935,-1.688499997
45.486333211,-17.965666453,1.075000008
60.034000397,-13.751000404,-0.657999992
52.334999084,-15.685999870,-0.560000002
46.002000809,-17.972999573,1.144999981
39.153999329,-17.659999847,-0.695999980
19.274999619,9.343000412,-0.621999979
7.202799988,6.284200001,-1.725999999
22.013857160,-16.525285448,0.125428576
75.390998840,-19.979999542,-0.409000009
0.351999998,14.902333260,-0.870333354
3.510014706,4.613235291,-1.690102944
46.502000809,-18.000499725,1.153999984
18.551000050,9.093999999,-0.868142860
48.653501511,-18.562999725,1.394500017
13.488941137,14.011235349,-0.389647060
31.902999878,-11.781499863,0.982999980
13.467000008,8.224333127,-1.708333294
32.754499435,-11.745500088,1.000500023
7.024058847,8.115294036,-1.802352933
39.727001190,12.791000366,-1.131000042
53.043998718,-18.069000244,1.485000014
3.083124995,14.404624939,-1.743125007
10.184428624,-5.537000043,-1.578285711
5.586515123,-10.106212154,0.194909091
26.608142580,1.616285733,-1.446285725
15.754285540,-0.407857139,-1.547999978
5.036191193,-0.408022061,-1.672794119
11.031562448,-15.883562565,-0.371187501
13.151000023,-13.102999687,-1.287999988
1.887666663,14.965333303,-1.331000030
53.930999756,-18.181999207,1.504999995
78.774002075,2.857000113,-0.416000009
64.218002319,11.637000084,-0.308999985
54.373001099,-18.141000748,1.514000058
37.632334391,6.682333310,-1.420666655
10.687333425,14.244999886,-1.775333325
64.620002747,11.473999977,0.870000005
44.709999084,-5.058000088,-1.235999942
57.591999054,-18.511999130,1.585999966
10.969416618,-7.289416631,-1.504166673
19.571799850,14.302199936,0.576400006
57.325000763,14.503000259,1.106999993
6.772500038,-11.944499969,-1.323499978
1.504533339,11.925266647,-1.901933320
32.538499832,-17.184000015,0.578999996
57.881000519,-18.405000687,1.592000008
28.453999519,-8.907999992,-1.293500006
1.450000048,15.954000473,-0.978999972
55.405998230,-18.423000336,-0.612999976
5.023624957,-13.301499844,-1.283875003
15.636200047,-2.416600013,-1.555100024
59.867000580,-18.827999115,1.638000011
13.505952290,8.246904782,-0.357523811
58.541999817,-18.236999512,1.139999986
4.028999805,-7.157999992,-1.562000036
26.331799698,14.089400101,-0.213000000
38.779998779,-11.739000320,1.131000042
42.627998352,-14.555999756,-0.970000029
13.125000000,8.953000069,-1.562000036
67.771003723,-19.337999344,1.812999964
76.767997742,10.272999763,1.386000037
7.222999990,17.054375410,-0.339625001
76.041666667,10.631333033,1.245000025
75.708000183,11.102000237,1.371999979
0.092399999,14.946599770,-0.919200003
27.958999634,-11.781999826,-1.145999998
75.902999878,11.130999565,1.375000000
64.829498291,10.135499954,1.205999970
30.579000473,-5.294000149,-1.355000019
58.338500977,13.058500051,0.324750008
11.045727210,17.069727638,-0.372090911
12.504538463,-3.418615378,-1.636999983
75.392997742,12.147000313,1.368999958
45.957500458,-15.516999722,-0.812000006
75.401500702,12.513000011,1.370500028
6.956499974,-15.640333335,-1.172166665
4.969133345,-9.871466700,-1.340733329
25.410333633,-5.522000154,-1.405666629
39.235000610,-11.970999718,-0.865000010
64.325996399,11.510999680,1.202000022
31.523667018,-5.814333439,-1.406000018
46.387500763,15.759500027,0.245999999
12.536727125,6.097909104,-1.681000016
0.283500001,21.458499908,-1.252499998
74.897003174,13.642000198,1.366000056
11.135249972,9.096125245,0.004125000
26.821499825,-4.084500074,-1.475499988
23.236999512,5.372000217,-1.555999994
74.737998962,13.854999542,1.363999963
43.048000336,-17.846500397,0.797499985
12.011999997,-10.428727237,-1.261181821
39.238998413,14.008999825,-1.128999949
59.888999939,11.595000267,1.136000037
18.088079987,8.604119911,-1.323960004
58.230333964,12.036000252,1.112333337
43.854999542,-17.883999825,0.244500004
6.913666646,-4.139000018,-1.530166666
58.443998973,14.039666812,1.122333368
24.908599854,-8.900000191,-1.292600012
3.512818179,14.137840965,-1.718340906
45.976499557,15.807500362,0.947499990
28.393999100,-8.112000465,-1.279000044
13.982272755,-9.866727309,-1.269999992
27.988199997,-16.909000397,0.103199998
3.320833325,-9.387166659,0.359166667
44.537666321,15.965666135,0.765999993
47.230332692,14.594666799,0.706666668
39.565499624,13.989999930,-0.782333324
11.988705916,13.959352998,-1.653705884
29.368999481,-3.671000004,-1.282999992
34.514800262,17.095800400,0.675400007
7.001102068,1.601448984,-1.637346937
44.248001099,15.994999886,0.922999978
38.481999397,14.080500126,0.726249993
12.840363589,-6.887909152,-1.589727283
11.262999535,14.475000381,-0.052000001
13.122461539,1.610615373,-1.583999991
37.982250214,14.168750048,0.720500007
38.903124809,-11.381624937,0.720624998
13.948799896,18.700400162,-0.121600001
10.992624938,-15.866062522,-0.775874998
37.480250359,14.216250181,0.714750007
37.067000071,14.257666906,0.676333328
25.134000778,17.406000137,0.515999973
2.048107160,-15.212535722,-0.401035713
6.513249993,-9.701750040,-0.753000006
36.666333516,14.306667010,0.739000003
23.001555549,-16.552777820,0.132111113
35.988800049,14.557399940,0.698899996
12.000860480,8.226604683,-0.830674418
22.528999329,-16.666000366,-0.875999987
35.294998169,-9.496999741,-1.205000043
36.072166443,15.585333347,0.704999993
32.592000961,14.305000305,0.657999992
18.029199982,-5.057800007,-1.520200014
35.983799744,16.917599869,0.690400004
9.532500108,-11.463416656,-1.264083316
34.996499062,17.028999805,0.700250000
8.593428748,15.711142949,-1.786142860
33.020400238,17.273199844,0.698399997
0.590000004,17.538499832,-1.800499976
8.213999748,15.657999992,0.476999998
19.044889026,-16.192000071,0.110555556
22.650428499,3.095428603,-1.483142853
32.291999817,17.354000092,0.764999986
48.374000549,13.029000282,0.247000001
33.581501007,17.313500404,0.326000005
3.056307701,-14.899102602,0.174512823
31.041000366,7.328999996,-1.026000023
32.050500870,17.378499985,0.669000000
20.125500679,7.895500183,-0.755500019
10.946454568,9.063727205,-0.439363639
26.908000946,14.684000015,0.674000025
30.077714103,16.691857202,0.655571435
18.904538521,18.091923347,0.152615384
25.547166824,13.594333172,-1.587333341
11.042999983,-2.761749983,-1.505249977
27.514400482,-16.932600021,-0.382400003
29.568599701,16.917000198,0.656400001
28.883666356,16.984666824,0.603000005
4.010430581,-4.859888891,-1.627986115
3.170500040,-5.662999868,-1.534999967
10.295000076,-9.831999779,0.423999995
12.026769198,-7.320846117,-1.498307696
0.102666669,-11.012666702,-1.394000014
43.050998688,-10.171999931,-1.210999966
13.394999743,-12.932749748,-1.292750001
14.897999763,-2.644999981,-1.570999980
27.494571686,17.142143250,0.605857142
26.965428761,17.204571588,0.623999996
2.510555559,14.101555549,-1.761488891
47.520999908,-18.143999100,0.721000016
40.985000610,-17.641000748,-0.731000006
12.995846161,-13.453307665,-1.218692284
26.833999634,17.385999680,0.694000006
24.303000450,4.288000107,-1.496000051
59.230499268,5.003000021,-0.628000021
19.115999222,14.314000130,0.570999980
18.368000031,18.374000549,0.602999985
11.877000173,4.594416618,-1.604666660
7.696999788,15.737500191,0.474500000
26.915666580,-13.975999832,-1.145666679
4.147000074,19.835499763,0.515999973
1.925000012,16.592499733,0.462000012
5.787999868,-10.190000057,0.073999997
2.956750005,15.088500023,-1.405999988
32.931249619,-17.271249771,0.236500002
5.584782538,-10.215869696,0.184652170
23.985666593,-16.687666575,-0.826666663
5.688333330,-9.463714373,0.266095239
1.136000037,14.329999924,-0.610000014
14.563272823,4.600454591,-1.588181821
14.511400032,-2.830999994,-1.512800002
31.858000755,-11.593999863,0.636999995
6.035783354,-9.025233301,0.193733332
18.631500244,-9.630000114,-1.240499973
14.818500042,9.799999714,-1.879999995
3.116076928,19.968692193,-0.287076927
71.500499725,-11.862499714,0.435000002
6.538481500,-9.276888883,0.203074073
12.504000134,-7.326444467,-1.485888879
5.017595246,-5.462666693,-1.637357155
6.316571372,-9.054285731,0.244428572
18.860000610,17.228000641,-0.460999995
29.390000343,13.569500446,0.156000003
1.526999950,20.361000061,-0.704999983
31.534999847,-8.411999702,-1.248000026
8.210666656,9.298333486,-1.844666680
28.376999855,-16.543000221,0.707500011
16.125499964,-2.899749994,-1.484500021
62.217998505,-8.444000244,-1.110999942
7.979666667,16.628636273,-0.352030303
28.976499557,-16.594749928,0.672750011
4.982712341,3.578109588,-1.643780826
36.006749630,15.088500142,0.237875003
23.763999939,6.809000015,-1.620000005
0.480041665,5.518583337,-1.752583336
29.250999451,-16.565000534,0.718999982
30.543999990,-16.974000295,0.620000005
1.009867923,-15.351377343,-0.854698114
31.139333725,-17.028666814,0.626333316
4.505921588,-15.517392121,0.174980389
1.962666670,20.104133606,0.342266673
5.873357126,19.711214338,0.225499998
31.336666743,-16.981333415,0.688999991
33.944499969,-6.362749934,-1.332500011
32.010750771,-17.122499943,0.666999996
47.287500381,15.430000305,0.709999979
7.934000015,-12.093999863,-1.309999943
34.093500137,-17.149499893,0.690499991
21.290000916,-12.244999886,-1.029999971
34.510000865,-17.191333135,0.662666678
18.492749691,-13.583500147,-1.216749996
53.540000916,-18.070999146,1.067000031
12.131083330,19.239083290,-0.333583327
34.984333038,-17.263333003,0.734333316
39.046000163,-17.596666972,0.713000000
2.853625000,9.395375013,-1.891749993
38.522333781,-17.527666728,0.779333333
51.735000610,-10.157999992,-1.169999957
17.297999382,-2.450000048,-1.516000032
43.447999954,-17.892499924,0.801999986
43.902999878,-17.918499947,0.807999998
5.028999964,-14.057777829,-1.266222225
31.829999924,-11.731666565,0.666000009
32.751998901,-11.678000450,0.736999989
64.876998901,-16.367000580,-0.731999993
31.940333366,-17.198999723,-0.312833325
28.508749962,17.041125059,0.233124997
53.043998718,-18.089000702,1.059999943
5.962702687,-5.469540544,-1.638756752
54.165000916,-18.093000412,1.075999975
2.002156865,-15.043568611,0.175196079
2.758499980,-9.192500114,-1.398499966
36.236999512,-11.843000412,0.787999988
8.465124965,-15.414000154,-1.209749997
3.062249978,12.274499973,-1.883749992
56.988998413,-18.343000412,1.118000031
4.004042539,-15.426553199,0.173808511
18.001111137,-16.069444444,0.197888887
57.682998657,-18.367000580,1.128999949
47.296999613,15.133666992,0.285666664
58.752998352,-18.504999161,1.144999981
60.044998169,-18.499000549,1.164000034
21.022555457,-2.920666642,-1.486444434
33.071500778,6.573500037,-1.489500016
6.816999912,-15.654000282,-0.762000024
39.074998856,-11.799499989,0.724500000
38.687999725,-11.417500019,0.717999995
29.563999176,-6.712999821,-1.319000006
39.392833074,-10.912166595,0.725166668
70.359001160,-19.045999527,1.317000031
14.520099926,-1.919799984,-1.523099995
3.560999997,-1.877295916,-1.634816323
71.121997833,-19.060499191,1.139999986
46.979000854,15.646999931,0.269599998
76.667999268,-13.666999817,1.391999960
0.908619046,20.266476132,-0.258142856
73.668998718,11.065000057,0.959499985
57.314998627,14.369999886,0.393000007
64.791000366,10.041000366,0.870000005
7.502642893,16.603452501,-0.824571426
64.044500351,10.543499947,0.863000005
63.951000214,11.044666608,0.862666647
60.119998932,11.651000023,0.825999975
15.764750004,0.956999987,-1.551750004
12.970571473,8.205761864,-0.787523809
16.675000054,-3.456714324,-1.577142852
58.349999746,13.060666720,0.811333319
35.455001831,6.900000095,-0.952000022
11.618333499,-13.050333182,-1.301166654
0.119888890,14.962333149,-1.167222222
58.412000020,14.171000163,0.814333340
29.475999832,7.343999863,-0.768000007
11.976967719,9.637387091,-0.273806453
57.437999725,14.444999695,0.805999994
14.175499916,-2.252999961,-1.563000023
49.284999847,12.885999680,0.722000003
48.873001099,12.942000389,0.717999995
31.416750431,-17.175499916,0.235249996
48.515998840,12.928999901,0.714999974
74.461997986,13.638999939,0.444999993
1.478523805,-9.457476116,-1.407999992
10.884285654,5.092499971,-1.643571436
30.506750107,-17.106749535,-0.291499997
46.569999695,15.682999611,0.703999996
73.643997192,10.992500305,0.441500008
10.012019176,8.248999962,-1.309634619
9.773499966,2.936499993,-1.595833361
46.059000015,15.752500057,0.699000001
14.661333402,6.087666617,-1.658666677
24.667499542,-8.952000141,-1.280999988
28.360000610,8.845000267,-0.745999992
45.584999084,15.829999924,0.694999993
15.210999807,-1.871333361,-1.500000000
44.998001099,15.944000244,0.689999998
40.847000122,-10.057999611,-1.141999960
3.482599998,-8.915800047,-1.403900003
30.285999298,16.565999985,0.555999994
21.703999996,-7.029250026,-1.479999989
14.474299908,-9.378299999,-1.281600010
2.023999929,-8.579000473,-3.993999958
25.708000183,17.270999908,0.519999981
5.520430238,-3.963395343,-1.688569766
1.493857111,20.139285496,-1.468714271
14.125833273,15.235333363,0.215250002
9.651363633,16.309909127,0.289818177
6.046957145,-9.504500008,-0.801114288
9.477675670,16.421702720,0.124702704
15.479142870,-5.801285607,-1.481142862
8.506214255,16.517404738,0.173547617
63.917999268,10.573333422,0.411333342
13.741200066,-1.394199991,-1.567199993
7.982333274,16.579357102,0.173880949
7.491900027,16.591625023,0.169075000
47.083799744,13.189999962,0.269000000
35.454334259,-4.478666623,-1.385666688
5.473933331,19.709400113,0.250600000
4.038363608,14.177272710,-1.517636364
7.419937521,18.561812639,0.240124999
19.783000946,4.330999851,-1.539999962
45.659000397,-17.648000717,-0.820999980
7.490933334,-15.702955585,0.171000000
6.481272741,-13.239272811,-1.247727275
7.000909068,-13.202363534,-1.267454548
7.435555617,19.123666551,0.247222222
18.957875013,-9.456624866,-1.255499989
0.120890411,4.545808224,-1.729780823
7.069333394,19.284666697,0.415000002
5.970903892,3.093826927,-1.635538450
6.465142829,8.583214215,-1.832142864
41.565500259,-17.793499947,0.242500007
7.091250002,19.542624950,0.216062505
1.031999946,16.792999268,-0.029999999
8.061651174,-0.408674419,-1.642674427
11.988199997,9.060499954,-1.827400005
5.048999965,14.415750027,0.155124999
16.377249718,-4.364249945,-1.542499959
42.021001180,4.732666651,-1.425999999
4.873090917,14.239318241,0.163090911
4.632826079,14.227826036,0.212434787
5.042208314,19.749875148,0.264666662
3.484741942,19.927838725,0.220000001
1.001882357,20.236529406,0.229823530
0.147428572,20.301857267,0.331857136
2.102999926,15.109000206,-1.674000025
39.493999481,-17.645999908,0.138999999
0.995072725,-15.015509137,0.180109092
22.127000809,-4.705999851,-1.465999961
74.374000549,13.864000320,0.444999993
33.992750168,-17.328500271,-0.692499995
2.607200027,-15.111599922,-0.184600000
41.803001404,-10.154000282,-1.172999978
44.375000000,15.993000031,-0.165999994
8.842000008,-9.857333183,-1.322666685
1.489777777,-15.068666649,0.192755558
11.446833293,-1.944166700,-1.581499994
1.884250015,-15.184000015,0.227749996
3.962333339,10.156761987,-1.921619046
33.535001119,-15.479333560,-0.977666656
58.968500137,-9.326499939,-1.047000051
2.511659091,-15.072159117,0.191045453
9.129000028,-12.606999715,-1.328666647
2.939521717,-15.231217384,0.168347825
5.008812487,11.575749934,-1.877875000
5.953309094,-9.294527245,-0.314454545
26.711000443,-2.365000010,-1.455999970
9.164749861,14.305499792,-1.789000005
3.282833338,-14.800833225,0.176833336
2.503407077,4.582831864,-1.701973455
28.023499966,13.178999901,0.059999997
3.591147058,-15.324294202,0.181794120
11.380374968,-9.034312367,0.129499999
12.288000107,8.963000298,0.254999995
36.672000885,14.288999557,0.331000000
5.516239125,-15.585826003,0.170652175
55.372001648,-18.555999756,-0.254999995
1.413500011,20.093999863,-1.650500000
6.011078960,-15.601578989,0.165289473
11.485499859,16.733333588,-0.445166662
46.508501053,15.726500034,-0.483000010
6.512642860,-15.678357261,0.221500005
23.003333410,-16.548888948,-0.961333334
58.493999481,-18.311000824,0.827000022
1.972450545,5.057593403,-1.724472525
47.274667104,14.587999980,0.129999995
6.942210499,-15.573842099,0.157210527
47.345666250,15.510666847,0.128999993
7.999452443,-15.730071454,0.168214287
8.363562524,-15.751999974,0.143687503
28.490000010,-16.911750078,0.134374996
7.103000069,-14.069599915,-1.247600007
10.238999844,20.322999954,-0.193000007
13.527538410,-16.058153739,0.232076922
30.983332952,-17.112332662,-0.218333334
0.487257426,-5.401297045,-1.701643571
13.950653920,-15.910192160,0.258076920
4.941454541,-8.388363578,-1.442136374
14.461235271,-16.018588234,0.195470588
16.611750126,18.474250317,-0.142750002
14.947697033,-15.895999937,0.233030300
11.959076881,-9.302692267,0.160846156
24.077749729,-16.731999874,-0.484499998
1.031999946,16.055999756,-1.585000038
29.569999695,-17.011999130,0.551999986
31.075000763,-17.169000626,0.565999985
39.918998718,-17.666999817,0.648000002
5.712000132,16.499000549,-1.142000020
6.480764613,-15.434176333,-1.186647058
40.585000356,-17.612667084,-0.233333334
40.354999542,-17.670000076,0.652500004
7.466479143,-1.418874996,-1.657562497
46.097000122,-18.017999649,0.707000017
26.720000267,-0.597000003,-1.450500011
47.023998260,-18.124000549,0.716000021
52.247001648,-17.995000839,0.765999973
5.698789446,-10.113315783,-0.310210527
4.953105224,8.008736761,-1.808999996
29.471799850,-17.040800095,0.131600001
52.891998291,-18.031999588,0.772000015
4.527428559,19.896785736,0.128571427
49.536998749,-12.538000107,-0.865999997
37.026000977,-12.307000160,0.601000011
17.669000626,-6.618000031,-1.532999992
40.799001694,-2.520999908,-1.372000039
19.959222370,-5.947444439,-1.439444449
57.580001831,-18.323999405,0.818000019
2.070384612,9.783846268,-1.928923075
59.422000885,-18.806999207,0.837000012
22.605999947,13.562500000,-0.726000011
26.534166972,2.120666683,-1.444000006
19.413999557,-16.343999863,0.006000000
7.117499987,14.716166496,-1.807499985
9.276266479,4.591866684,-1.620400016
38.737998962,-11.869000435,0.616999984
30.407199860,-17.100200272,0.174000001
17.332999971,16.025444455,-0.288666666
14.342000008,-16.159999847,0.172999993
76.138000488,-16.903999329,0.995000005
0.126999999,6.522576919,-1.794653847
39.898333232,13.977666537,-0.387333333
11.022181858,8.257500085,-0.426227271
20.697500229,9.022500038,-0.111000001
76.887001038,10.489999771,0.451000005
16.017416636,-8.415499846,-1.390166670
3.523791661,-8.012875060,-1.531458343
64.746002197,9.979999542,0.412999988
10.258500099,9.141000271,-1.523000002
5.519888878,-7.196611113,-1.618166665
55.629501343,12.013499737,0.386000007
23.563599777,-16.585599899,-0.268599999
58.418999990,13.495333354,0.207666665
62.057998657,-8.918999672,-1.110000014
53.987000783,12.674332937,0.294333336
23.584285464,12.621999877,-1.638428569
58.076000214,14.317999840,0.395500004
13.823999723,8.243333499,-1.090333343
24.100500107,-4.924999952,-1.490500033
47.181666692,14.083166758,0.245999992
31.875000000,-4.108999968,-1.410000026
6.491846085,-7.951461535,-1.504769224
47.208000183,14.883999825,0.363000005
42.816333771,13.652000109,0.207333326
35.726001740,3.888000011,-1.394999981
8.608466593,8.574799983,-1.804600000
38.796001434,-17.645999908,-0.689000010
45.451000214,15.756999969,0.358000010
44.666999817,16.041000366,0.244500004
10.675750017,-15.813999891,-0.353250001
14.001684189,18.692842182,0.150263158
44.182001114,16.023499966,0.244499996
6.884999911,14.907500108,-1.816833337
60.469001770,-5.991000175,-1.069000006
38.089667002,14.176333110,0.270666669
1.928380955,-5.624333382,-1.545428571
9.473600070,10.118733279,-1.859333332
29.180833181,-0.401333342,-1.447333336
7.102571419,-7.195428644,-1.592428565
36.025001526,14.298000336,0.328999996
35.974555122,14.566999965,0.227333330
11.989433320,-15.982066631,-0.316866666
32.078000387,17.322666804,0.321666668
36.741001129,-11.092000008,-1.024000049
36.129750252,16.091500044,0.238249995
36.136598969,16.529600143,0.294599989
14.617499924,5.597700024,-1.632699990
